video_name,scene_number,resolution,square_size,blocks_to_remove,alpha,neighbor_length,ref_stride,subvideo_length,bitrate,server_runtime,client_runtime,mse_ori_mean,psnr_ori_mean,ssim_ori_mean,vmaf_ori_mean,mse_inp_mean,psnr_inp_mean,ssim_inp_mean,vmaf_inp_mean
Tears_of_Steel_4k,3,640x360,20,20,1.0,10,2,48,218000,2,31,28.201666666666664,33.7765,0.9182666666666666,48.36425996666667,207.01566666666662,25.140666666666668,0.8776166666666666,38.572355050000006
Tears_of_Steel_4k,3,640x360,20,20,1.0,10,10,12,218000,2,26,28.201666666666664,33.7765,0.9182666666666666,48.36425996666667,252.65283333333338,24.282999999999998,0.878,38.482996933333325
Tears_of_Steel_4k,3,640x360,20,20,1.0,10,10,48,218000,2,26,28.201666666666664,33.7765,0.9182666666666666,48.36425996666667,234.42333333333335,24.593833333333336,0.8784166666666666,38.54134116666667
Tears_of_Steel_4k,3,640x360,20,30,0.0,2,2,12,39000,2,42,138.29033333333334,26.807499999999997,0.85355,4.8612938166666675,3150.3983333333335,13.4965,0.71925,8.3943089
Tears_of_Steel_4k,3,640x360,20,30,0.0,2,2,48,39000,2,56,138.29033333333334,26.807499999999997,0.85355,4.8612938166666675,3456.936333333333,13.11433333333333,0.7012666666666667,8.885358133333336
Tears_of_Steel_4k,3,640x360,20,30,0.0,2,10,12,39000,1,29,138.29033333333334,26.807499999999997,0.85355,4.8612938166666675,2484.4941666666664,14.437833333333332,0.7195166666666666,7.922799916666666
Tears_of_Steel_4k,3,640x360,20,30,0.0,2,10,48,39000,1,29,138.29033333333334,26.807499999999997,0.85355,4.8612938166666675,2968.246833333333,13.729833333333334,0.7240166666666668,8.153099633333335
Tears_of_Steel_4k,3,640x360,20,30,0.0,10,2,12,39000,2,27,138.29033333333334,26.807499999999997,0.85355,4.8612938166666675,3220.0815000000002,13.448666666666666,0.7284666666666666,8.54149275
Tears_of_Steel_4k,3,640x360,20,30,0.0,10,2,48,39000,2,32,138.29033333333334,26.807499999999997,0.85355,4.8612938166666675,3175.7960000000003,13.481999999999998,0.7257833333333334,9.095811566666665
Tears_of_Steel_4k,3,640x360,20,30,0.0,10,10,12,39000,2,26,138.29033333333334,26.807499999999997,0.85355,4.8612938166666675,3291.082999999999,13.361666666666663,0.7267,8.495514966666668
Tears_of_Steel_4k,3,640x360,20,30,0.0,10,10,48,39000,1,27,138.29033333333334,26.807499999999997,0.85355,4.8612938166666675,3180.5028333333335,13.5025,0.7316,8.753319733333333
Tears_of_Steel_4k,3,640x360,20,30,0.5,2,2,12,39000,2,39,136.76833333333335,26.85183333333334,0.8539833333333332,4.790583866666667,3444.8764999999994,13.033666666666667,0.71405,10.855427249999998
Tears_of_Steel_4k,3,640x360,20,30,0.5,2,2,48,39000,1,57,136.76833333333335,26.85183333333334,0.8539833333333332,4.790583866666667,4154.503833333332,12.273000000000001,0.6926666666666667,11.167864233333335
Tears_of_Steel_4k,3,640x360,20,30,0.5,2,10,12,39000,2,29,136.76833333333335,26.85183333333334,0.8539833333333332,4.790583866666667,2660.3285,14.141666666666667,0.70975,10.352844549999999
Tears_of_Steel_4k,3,640x360,20,30,0.5,2,10,48,39000,1,30,136.76833333333335,26.85183333333334,0.8539833333333332,4.790583866666667,3155.9378333333343,13.421999999999999,0.7185999999999998,10.6082232
Tears_of_Steel_4k,3,640x360,20,30,0.5,10,2,12,39000,1,26,136.76833333333335,26.85183333333334,0.8539833333333332,4.790583866666667,3325.620833333334,13.223999999999998,0.7202500000000001,11.041345066666668
Tears_of_Steel_4k,3,640x360,20,30,0.5,10,2,48,39000,2,28,136.76833333333335,26.85183333333334,0.8539833333333332,4.790583866666667,3820.764,12.615666666666668,0.7138833333333333,11.382242449999998
Tears_of_Steel_4k,3,640x360,20,30,0.5,10,10,12,39000,1,25,136.76833333333335,26.85183333333334,0.8539833333333332,4.790583866666667,3264.718999999999,13.3125,0.7182000000000001,10.955352699999999
Tears_of_Steel_4k,3,640x360,20,30,0.5,10,10,48,39000,1,26,136.76833333333335,26.85183333333334,0.8539833333333332,4.790583866666667,3601.3034999999995,12.877666666666666,0.7234166666666666,11.106891133333335
Tears_of_Steel_4k,3,640x360,20,30,1.0,2,2,12,39000,3,39,136.57299999999998,26.865999999999996,0.8537833333333336,4.62468715,3317.4303333333332,13.201333333333332,0.7125833333333332,11.090387316666668
Tears_of_Steel_4k,3,640x360,20,30,1.0,2,2,48,39000,1,58,136.57299999999998,26.865999999999996,0.8537833333333336,4.62468715,4023.925166666667,12.410666666666664,0.6918333333333333,11.499609233333333
Tears_of_Steel_4k,3,640x360,20,30,1.0,2,10,12,39000,1,29,136.57299999999998,26.865999999999996,0.8537833333333336,4.62468715,2385.8501666666666,14.639999999999997,0.7127166666666667,10.530558116666667
Tears_of_Steel_4k,3,640x360,20,30,1.0,2,10,48,39000,1,33,136.57299999999998,26.865999999999996,0.8537833333333336,4.62468715,2888.8473333333336,13.774666666666668,0.72005,10.8446682
Tears_of_Steel_4k,3,640x360,20,30,1.0,10,2,12,39000,2,26,136.57299999999998,26.865999999999996,0.8537833333333336,4.62468715,3302.932166666667,13.327999999999996,0.7180500000000001,11.313542233333333
Tears_of_Steel_4k,3,640x360,20,30,1.0,10,2,48,39000,1,30,136.57299999999998,26.865999999999996,0.8537833333333336,4.62468715,3547.439333333333,12.911833333333334,0.7166666666666667,11.655718333333333
Tears_of_Steel_4k,3,640x360,20,30,1.0,10,10,12,39000,2,26,136.57299999999998,26.865999999999996,0.8537833333333336,4.62468715,3292.5105,13.372666666666666,0.7158999999999999,11.241243983333334
Tears_of_Steel_4k,3,640x360,20,30,1.0,10,10,48,39000,2,27,136.57299999999998,26.865999999999996,0.8537833333333336,4.62468715,3238.845666666667,13.291500000000003,0.7250166666666668,11.512073183333333
Tears_of_Steel_4k,3,960x528,16,10,0.0,2,2,12,1037000,11,68,8.887333333333336,38.86116666666667,0.9576499999999998,83.55167780000002,19.717000000000002,35.306666666666665,0.9483666666666667,79.24396286666665
Tears_of_Steel_4k,3,960x528,16,10,0.0,2,2,48,1037000,2,117,8.887333333333336,38.86116666666667,0.9576499999999998,83.55167780000002,19.77616666666667,35.29533333333333,0.9482666666666668,79.2465237
Tears_of_Steel_4k,3,960x528,16,10,0.0,2,10,12,1037000,2,44,8.887333333333336,38.86116666666667,0.9576499999999998,83.55167780000002,19.763500000000004,35.29916666666667,0.9484833333333333,79.22800248333331
Tears_of_Steel_4k,3,960x528,16,10,0.0,2,10,48,1037000,2,71,8.887333333333336,38.86116666666667,0.9576499999999998,83.55167780000002,19.732499999999998,35.30583333333334,0.94845,79.24538836666666
Tears_of_Steel_4k,3,960x528,16,10,0.0,10,2,12,1037000,2,45,8.887333333333336,38.86116666666667,0.9576499999999998,83.55167780000002,19.509333333333338,35.352333333333334,0.9484833333333333,79.27331671666664
Tears_of_Steel_4k,3,960x528,16,10,0.0,10,2,48,1037000,2,58,8.887333333333336,38.86116666666667,0.9576499999999998,83.55167780000002,19.585833333333333,35.3385,0.9482833333333333,79.26717571666664
Tears_of_Steel_4k,3,960x528,16,10,0.0,10,10,12,1037000,2,45,8.887333333333336,38.86116666666667,0.9576499999999998,83.55167780000002,19.50016666666667,35.352833333333336,0.9485,79.27218090000001
Tears_of_Steel_4k,3,960x528,16,10,0.0,10,10,48,1037000,2,45,8.887333333333336,38.86116666666667,0.9576499999999998,83.55167780000002,19.497666666666667,35.354000000000006,0.9484666666666667,79.27568191666664
Tears_of_Steel_4k,3,960x528,16,10,0.5,2,2,12,1037000,6,72,8.915666666666665,38.85233333333334,0.9576166666666667,83.42170513333332,19.701500000000003,35.297000000000004,0.9490500000000002,79.52882955000001
Tears_of_Steel_4k,3,960x528,16,10,0.5,2,2,48,1037000,2,123,8.915666666666665,38.85233333333334,0.9576166666666667,83.42170513333332,19.78683333333333,35.279666666666664,0.9489666666666668,79.5316324
Tears_of_Steel_4k,3,960x528,16,10,0.5,2,10,12,1037000,2,47,8.915666666666665,38.85233333333334,0.9576166666666667,83.42170513333332,19.752333333333336,35.288,0.9491666666666667,79.51815198333335
Tears_of_Steel_4k,3,960x528,16,10,0.5,2,10,48,1037000,2,55,8.915666666666665,38.85233333333334,0.9576166666666667,83.42170513333332,19.750833333333333,35.28866666666667,0.9491500000000002,79.53255163333334
Tears_of_Steel_4k,3,960x528,16,10,0.5,10,2,12,1037000,3,44,8.915666666666665,38.85233333333334,0.9576166666666667,83.42170513333332,19.521500000000007,35.341166666666666,0.9491666666666667,79.5543989
Tears_of_Steel_4k,3,960x528,16,10,0.5,10,2,48,1037000,2,59,8.915666666666665,38.85233333333334,0.9576166666666667,83.42170513333332,19.618333333333332,35.32233333333333,0.9490000000000002,79.54761718333334
Tears_of_Steel_4k,3,960x528,16,10,0.5,10,10,12,1037000,2,44,8.915666666666665,38.85233333333334,0.9576166666666667,83.42170513333332,19.527833333333337,35.3395,0.9491666666666667,79.5537067
Tears_of_Steel_4k,3,960x528,16,10,0.5,10,10,48,1037000,2,45,8.915666666666665,38.85233333333334,0.9576166666666667,83.42170513333332,19.535333333333334,35.338499999999996,0.9491333333333335,79.55553235
Tears_of_Steel_4k,3,960x528,16,10,1.0,2,2,12,1037000,7,71,8.927666666666669,38.83833333333334,0.9574833333333334,83.4226314,20.060000000000006,35.22616666666667,0.9483333333333334,78.70540576666666
Tears_of_Steel_4k,3,960x528,16,10,1.0,2,2,48,1037000,2,124,8.927666666666669,38.83833333333334,0.9574833333333334,83.4226314,20.166000000000004,35.20333333333333,0.9482,78.70527728333333
Tears_of_Steel_4k,3,960x528,16,10,1.0,2,10,12,1037000,2,47,8.927666666666669,38.83833333333334,0.9574833333333334,83.4226314,19.96883333333334,35.24383333333333,0.9485,78.71141316666667
Tears_of_Steel_4k,3,960x528,16,10,1.0,2,10,48,1037000,2,59,8.927666666666669,38.83833333333334,0.9574833333333334,83.4226314,20.013333333333332,35.23350000000001,0.9484166666666667,78.7153936
Tears_of_Steel_4k,3,960x528,16,10,1.0,10,2,12,1037000,2,45,8.927666666666669,38.83833333333334,0.9574833333333334,83.4226314,19.8045,35.279833333333336,0.9484666666666667,78.73936665000001
Tears_of_Steel_4k,3,960x528,16,10,1.0,10,2,48,1037000,2,60,8.927666666666669,38.83833333333334,0.9574833333333334,83.4226314,19.9255,35.25516666666667,0.9482833333333333,78.72996000000002
Tears_of_Steel_4k,3,960x528,16,10,1.0,10,10,12,1037000,2,43,8.927666666666669,38.83833333333334,0.9574833333333334,83.4226314,19.78733333333333,35.28066666666667,0.9484666666666667,78.74078988333332
Tears_of_Steel_4k,3,960x528,16,10,1.0,10,10,48,1037000,2,45,8.927666666666669,38.83833333333334,0.9574833333333334,83.4226314,19.794333333333334,35.280166666666666,0.9484666666666667,78.74033744999998
Tears_of_Steel_4k,3,960x528,16,20,0.0,2,2,12,834000,6,75,10.4035,38.182166666666674,0.9529666666666666,79.34100376666669,34.66816666666667,32.953833333333336,0.9355000000000001,70.30164443333334
Tears_of_Steel_4k,3,960x528,16,20,0.0,2,2,48,834000,2,125,10.4035,38.182166666666674,0.9529666666666666,79.34100376666669,34.98233333333334,32.92583333333334,0.9350166666666666,70.30078636666667
Tears_of_Steel_4k,3,960x528,16,20,0.0,2,10,12,834000,2,46,10.4035,38.182166666666674,0.9529666666666666,79.34100376666669,35.9085,32.8225,0.9358833333333334,70.22932826666668
Tears_of_Steel_4k,3,960x528,16,20,0.0,2,10,48,834000,2,55,10.4035,38.182166666666674,0.9529666666666666,79.34100376666669,34.77883333333333,32.95916666666666,0.9357000000000001,70.28799398333334
Tears_of_Steel_4k,3,960x528,16,20,0.0,10,2,12,834000,2,46,10.4035,38.182166666666674,0.9529666666666666,79.34100376666669,33.890833333333326,33.06783333333333,0.9360999999999999,70.34371974999999
Tears_of_Steel_4k,3,960x528,16,20,0.0,10,2,48,834000,3,59,10.4035,38.182166666666674,0.9529666666666666,79.34100376666669,35.166000000000004,32.920833333333334,0.9354500000000001,70.32191841666666
Tears_of_Steel_4k,3,960x528,16,20,0.0,10,10,12,834000,2,45,10.4035,38.182166666666674,0.9529666666666666,79.34100376666669,34.3,33.01516666666667,0.9361166666666667,70.3362166
Tears_of_Steel_4k,3,960x528,16,20,0.0,10,10,48,834000,3,44,10.4035,38.182166666666674,0.9529666666666666,79.34100376666669,34.445166666666665,33.01033333333333,0.9359500000000001,70.34298706666667
Tears_of_Steel_4k,3,960x528,16,20,0.5,2,2,12,834000,6,73,10.347000000000001,38.202833333333345,0.9531833333333332,79.61587035,35.542333333333325,32.84166666666667,0.9361166666666667,70.88622755000002
Tears_of_Steel_4k,3,960x528,16,20,0.5,2,2,48,834000,2,129,10.347000000000001,38.202833333333345,0.9531833333333332,79.61587035,34.88366666666666,32.92433333333333,0.9358,70.89683176666668
Tears_of_Steel_4k,3,960x528,16,20,0.5,2,10,12,834000,2,50,10.347000000000001,38.202833333333345,0.9531833333333332,79.61587035,36.88633333333333,32.70883333333333,0.9366500000000001,70.82200923333333
Tears_of_Steel_4k,3,960x528,16,20,0.5,2,10,48,834000,3,60,10.347000000000001,38.202833333333345,0.9531833333333332,79.61587035,34.9095,32.92133333333334,0.9363833333333333,70.88879313333334
Tears_of_Steel_4k,3,960x528,16,20,0.5,10,2,12,834000,3,46,10.347000000000001,38.202833333333345,0.9531833333333332,79.61587035,34.7975,32.951499999999996,0.9367833333333333,70.93269943333334
Tears_of_Steel_4k,3,960x528,16,20,0.5,10,2,48,834000,3,59,10.347000000000001,38.202833333333345,0.9531833333333332,79.61587035,35.111833333333344,32.922,0.9361833333333335,70.91765098333332
Tears_of_Steel_4k,3,960x528,16,20,0.5,10,10,12,834000,3,48,10.347000000000001,38.202833333333345,0.9531833333333332,79.61587035,35.063833333333335,32.9145,0.9368166666666667,70.92832709999999
Tears_of_Steel_4k,3,960x528,16,20,0.5,10,10,48,834000,2,48,10.347000000000001,38.202833333333345,0.9531833333333332,79.61587035,34.59433333333333,32.969833333333334,0.9367833333333333,70.93536648333333
Tears_of_Steel_4k,3,960x528,16,20,1.0,2,2,12,834000,6,76,10.318999999999997,38.215333333333334,0.9532000000000002,79.57436668333331,35.23466666666666,32.89616666666667,0.9362166666666667,71.28132316666667
Tears_of_Steel_4k,3,960x528,16,20,1.0,2,2,48,834000,2,129,10.318999999999997,38.215333333333334,0.9532000000000002,79.57436668333331,35.18466666666667,32.914,0.9357833333333333,71.28561508333334
Tears_of_Steel_4k,3,960x528,16,20,1.0,2,10,12,834000,2,48,10.318999999999997,38.215333333333334,0.9532000000000002,79.57436668333331,36.461499999999994,32.7625,0.9367333333333334,71.23936051666668
Tears_of_Steel_4k,3,960x528,16,20,1.0,2,10,48,834000,3,59,10.318999999999997,38.215333333333334,0.9532000000000002,79.57436668333331,35.1355,32.916000000000004,0.9365500000000001,71.2898331
Tears_of_Steel_4k,3,960x528,16,20,1.0,10,2,12,834000,3,45,10.318999999999997,38.215333333333334,0.9532000000000002,79.57436668333331,34.714000000000006,32.976666666666674,0.93675,71.33399748333333
Tears_of_Steel_4k,3,960x528,16,20,1.0,10,2,48,834000,2,59,10.318999999999997,38.215333333333334,0.9532000000000002,79.57436668333331,35.30616666666667,32.913333333333334,0.9362333333333334,71.31437853333333
Tears_of_Steel_4k,3,960x528,16,20,1.0,10,10,12,834000,3,47,10.318999999999997,38.215333333333334,0.9532000000000002,79.57436668333331,34.84216666666667,32.95116666666667,0.9368166666666667,71.33010835
Tears_of_Steel_4k,3,960x528,16,20,1.0,10,10,48,834000,2,48,10.318999999999997,38.215333333333334,0.9532000000000002,79.57436668333331,34.817,32.95983333333333,0.9367000000000001,71.33509678333334
Tears_of_Steel_4k,3,960x528,16,30,0.0,2,2,12,629000,6,76,12.761666666666667,37.30416666666667,0.9464666666666667,73.69521255,89.95233333333333,28.726166666666675,0.9155333333333335,60.55684896666667
Tears_of_Steel_4k,3,960x528,16,30,0.0,2,2,48,629000,3,130,12.761666666666667,37.30416666666667,0.9464666666666667,73.69521255,77.11050000000002,29.37666666666667,0.9153166666666668,60.60446076666667
Tears_of_Steel_4k,3,960x528,16,30,0.0,2,10,12,629000,2,47,12.761666666666667,37.30416666666667,0.9464666666666667,73.69521255,94.81633333333333,28.55183333333333,0.91695,60.387337249999995
Tears_of_Steel_4k,3,960x528,16,30,0.0,2,10,48,629000,3,57,12.761666666666667,37.30416666666667,0.9464666666666667,73.69521255,79.5016666666667,29.25133333333333,0.9171166666666667,60.517277050000004
Tears_of_Steel_4k,3,960x528,16,30,0.0,10,2,12,629000,3,46,12.761666666666667,37.30416666666667,0.9464666666666667,73.69521255,80.90666666666668,29.278,0.9183666666666668,60.60864813333333
Tears_of_Steel_4k,3,960x528,16,30,0.0,10,2,48,629000,3,60,12.761666666666667,37.30416666666667,0.9464666666666667,73.69521255,75.33333333333333,29.548999999999996,0.9171666666666667,60.64991321666666
Tears_of_Steel_4k,3,960x528,16,30,0.0,10,10,12,629000,2,47,12.761666666666667,37.30416666666667,0.9464666666666667,73.69521255,81.96766666666664,29.209999999999997,0.9183666666666667,60.586644949999986
Tears_of_Steel_4k,3,960x528,16,30,0.0,10,10,48,629000,2,46,12.761666666666667,37.30416666666667,0.9464666666666667,73.69521255,77.6195,29.421666666666667,0.9183666666666667,60.62033916666667
Tears_of_Steel_4k,3,960x528,16,30,0.5,2,2,12,629000,5,73,12.739000000000003,37.309666666666665,0.9466000000000002,73.80330405000001,90.9065,28.718499999999995,0.9167500000000001,61.177276
Tears_of_Steel_4k,3,960x528,16,30,0.5,2,2,48,629000,2,132,12.739000000000003,37.309666666666665,0.9466000000000002,73.80330405000001,77.33850000000001,29.384,0.91635,61.22190135000001
Tears_of_Steel_4k,3,960x528,16,30,0.5,2,10,12,629000,2,48,12.739000000000003,37.309666666666665,0.9466000000000002,73.80330405000001,99.55016666666666,28.351999999999997,0.9183833333333333,61.02745131666667
Tears_of_Steel_4k,3,960x528,16,30,0.5,2,10,48,629000,2,58,12.739000000000003,37.309666666666665,0.9466000000000002,73.80330405000001,86.04483333333333,28.949333333333335,0.91815,61.16302823333332
Tears_of_Steel_4k,3,960x528,16,30,0.5,10,2,12,629000,2,47,12.739000000000003,37.309666666666665,0.9466000000000002,73.80330405000001,80.14333333333335,29.354333333333333,0.9201,61.23235818333334
Tears_of_Steel_4k,3,960x528,16,30,0.5,10,2,48,629000,3,62,12.739000000000003,37.309666666666665,0.9466000000000002,73.80330405000001,75.93999999999998,29.545000000000005,0.9187999999999998,61.26699145
Tears_of_Steel_4k,3,960x528,16,30,0.5,10,10,12,629000,2,44,12.739000000000003,37.309666666666665,0.9466000000000002,73.80330405000001,80.93516666666666,29.296,0.9201833333333335,61.221880483333344
Tears_of_Steel_4k,3,960x528,16,30,0.5,10,10,48,629000,3,47,12.739000000000003,37.309666666666665,0.9466000000000002,73.80330405000001,80.57066666666667,29.316333333333333,0.9199833333333334,61.26101796666665
Tears_of_Steel_4k,3,960x528,16,30,1.0,2,2,12,629000,6,76,12.633499999999998,37.351666666666674,0.9468500000000001,73.97024343333332,92.36916666666666,28.739500000000003,0.91865,62.4646252
Tears_of_Steel_4k,3,960x528,16,30,1.0,2,2,48,629000,2,130,12.633499999999998,37.351666666666674,0.9468500000000001,73.97024343333332,77.23683333333334,29.453166666666664,0.9179666666666666,62.50382895
Tears_of_Steel_4k,3,960x528,16,30,1.0,2,10,12,629000,2,47,12.633499999999998,37.351666666666674,0.9468500000000001,73.97024343333332,93.03250000000001,28.636833333333332,0.9204333333333333,62.35805336666667
Tears_of_Steel_4k,3,960x528,16,30,1.0,2,10,48,629000,3,58,12.633499999999998,37.351666666666674,0.9468500000000001,73.97024343333332,83.68666666666667,29.12066666666667,0.9202166666666667,62.46927248333332
Tears_of_Steel_4k,3,960x528,16,30,1.0,10,2,12,629000,3,47,12.633499999999998,37.351666666666674,0.9468500000000001,73.97024343333332,80.95916666666669,29.3715,0.9213333333333333,62.52205751666666
Tears_of_Steel_4k,3,960x528,16,30,1.0,10,2,48,629000,2,62,12.633499999999998,37.351666666666674,0.9468500000000001,73.97024343333332,76.30850000000001,29.586833333333338,0.92,62.552681633333336
Tears_of_Steel_4k,3,960x528,16,30,1.0,10,10,12,629000,3,45,12.633499999999998,37.351666666666674,0.9468500000000001,73.97024343333332,80.67716666666666,29.37216666666666,0.92155,62.518220883333335
Tears_of_Steel_4k,3,960x528,16,30,1.0,10,10,48,629000,2,47,12.633499999999998,37.351666666666674,0.9468500000000001,73.97024343333332,78.78633333333333,29.471833333333333,0.9214666666666668,62.546707600000005
Tears_of_Steel_4k,3,960x528,16,40,0.0,2,2,12,422000,5,74,17.672333333333334,35.89133333333333,0.9354166666666667,64.61538883333333,240.86333333333332,24.38566666666667,0.8775166666666667,47.97884435000001
Tears_of_Steel_4k,3,960x528,16,40,0.0,2,2,48,422000,2,131,17.672333333333334,35.89133333333333,0.9354166666666667,64.61538883333333,185.28416666666666,25.50583333333333,0.8759833333333333,48.06318181666666
Tears_of_Steel_4k,3,960x528,16,40,0.0,2,10,12,422000,3,51,17.672333333333334,35.89133333333333,0.9354166666666667,64.61538883333333,261.6925,24.058500000000002,0.8824,47.64790491666667
Tears_of_Steel_4k,3,960x528,16,40,0.0,2,10,48,422000,3,56,17.672333333333334,35.89133333333333,0.9354166666666667,64.61538883333333,214.49783333333332,24.89983333333333,0.8817333333333333,47.865382849999996
Tears_of_Steel_4k,3,960x528,16,40,0.0,10,2,12,422000,2,46,17.672333333333334,35.89133333333333,0.9354166666666667,64.61538883333333,205.159,25.1255,0.8881166666666667,48.06062701666667
Tears_of_Steel_4k,3,960x528,16,40,0.0,10,2,48,422000,3,63,17.672333333333334,35.89133333333333,0.9354166666666667,64.61538883333333,181.04783333333336,25.630499999999998,0.8849999999999999,48.15559236666666
Tears_of_Steel_4k,3,960x528,16,40,0.0,10,10,12,422000,3,47,17.672333333333334,35.89133333333333,0.9354166666666667,64.61538883333333,214.09949999999998,24.92833333333333,0.8880499999999999,48.044269183333334
Tears_of_Steel_4k,3,960x528,16,40,0.0,10,10,48,422000,2,48,17.672333333333334,35.89133333333333,0.9354166666666667,64.61538883333333,195.65233333333333,25.330333333333336,0.8883666666666665,48.09323216666667
Tears_of_Steel_4k,3,960x528,16,40,0.5,2,2,12,422000,6,74,17.6515,35.898999999999994,0.9354333333333333,64.75537696666666,252.229,24.178,0.8764,49.42096643333333
Tears_of_Steel_4k,3,960x528,16,40,0.5,2,2,48,422000,2,133,17.6515,35.898999999999994,0.9354333333333333,64.75537696666666,194.529,25.282833333333333,0.8749666666666668,49.49156930000001
Tears_of_Steel_4k,3,960x528,16,40,0.5,2,10,12,422000,3,46,17.6515,35.898999999999994,0.9354333333333333,64.75537696666666,268.2685,23.953,0.8823833333333333,49.19955011666666
Tears_of_Steel_4k,3,960x528,16,40,0.5,2,10,48,422000,2,57,17.6515,35.898999999999994,0.9354333333333333,64.75537696666666,214.26316666666665,24.875999999999998,0.88185,49.36000528333333
Tears_of_Steel_4k,3,960x528,16,40,0.5,10,2,12,422000,2,47,17.6515,35.898999999999994,0.9354333333333333,64.75537696666666,216.556,24.848333333333333,0.8880833333333332,49.48351605
Tears_of_Steel_4k,3,960x528,16,40,0.5,10,2,48,422000,2,61,17.6515,35.898999999999994,0.9354333333333333,64.75537696666666,193.6263333333333,25.317833333333336,0.8850166666666666,49.557922616666666
Tears_of_Steel_4k,3,960x528,16,40,0.5,10,10,12,422000,2,45,17.6515,35.898999999999994,0.9354333333333333,64.75537696666666,225.91449999999998,24.657,0.8881166666666667,49.46033118333333
Tears_of_Steel_4k,3,960x528,16,40,0.5,10,10,48,422000,2,47,17.6515,35.898999999999994,0.9354333333333333,64.75537696666666,202.45283333333333,25.136333333333333,0.8885333333333333,49.50781015
Tears_of_Steel_4k,3,960x528,16,40,1.0,2,2,12,422000,5,72,17.664499999999997,35.89183333333334,0.9354833333333334,64.74477559999998,226.7866666666667,24.605000000000004,0.8788833333333332,50.00211765000001
Tears_of_Steel_4k,3,960x528,16,40,1.0,2,2,48,422000,2,132,17.664499999999997,35.89183333333334,0.9354833333333334,64.74477559999998,183.13583333333332,25.551499999999997,0.8774333333333334,50.02839063333332
Tears_of_Steel_4k,3,960x528,16,40,1.0,2,10,12,422000,3,51,17.664499999999997,35.89183333333334,0.9354833333333334,64.74477559999998,243.04550000000003,24.350666666666662,0.8846333333333334,49.82951585
Tears_of_Steel_4k,3,960x528,16,40,1.0,2,10,48,422000,2,60,17.664499999999997,35.89183333333334,0.9354833333333334,64.74477559999998,199.176,25.193666666666665,0.8832666666666664,49.92842281666666
Tears_of_Steel_4k,3,960x528,16,40,1.0,10,2,12,422000,2,46,17.664499999999997,35.89183333333334,0.9354833333333334,64.74477559999998,191.757,25.371833333333324,0.8900166666666666,50.08873065
Tears_of_Steel_4k,3,960x528,16,40,1.0,10,2,48,422000,3,58,17.664499999999997,35.89183333333334,0.9354833333333334,64.74477559999998,180.01566666666668,25.63866666666667,0.8864333333333333,50.13036663333334
Tears_of_Steel_4k,3,960x528,16,40,1.0,10,10,12,422000,2,48,17.664499999999997,35.89183333333334,0.9354833333333334,64.74477559999998,202.23300000000003,25.135166666666667,0.8901166666666668,50.08217969999999
Tears_of_Steel_4k,3,960x528,16,40,1.0,10,10,48,422000,2,45,17.664499999999997,35.89183333333334,0.9354833333333334,64.74477559999998,184.4485,25.542166666666667,0.8901500000000001,50.10335025
Tears_of_Steel_4k,3,960x540,20,10,0.0,2,2,12,1009000,14,76,9.159,38.73533333333334,0.9568666666666665,82.88496186666666,24.407333333333337,34.434999999999995,0.9409333333333333,74.72617641666668
Tears_of_Steel_4k,3,960x540,20,10,0.0,2,2,48,1009000,3,127,9.159,38.73533333333334,0.9568666666666665,82.88496186666666,24.487000000000002,34.42433333333334,0.9407,74.72696348333334
Tears_of_Steel_4k,3,960x540,20,10,0.0,2,10,12,1009000,2,49,9.159,38.73533333333334,0.9568666666666665,82.88496186666666,24.908166666666666,34.369166666666665,0.94115,74.6944559
Tears_of_Steel_4k,3,960x540,20,10,0.0,2,10,48,1009000,2,61,9.159,38.73533333333334,0.9568666666666665,82.88496186666666,24.619833333333336,34.410333333333334,0.9410833333333333,74.71204000000002
Tears_of_Steel_4k,3,960x540,20,10,0.0,10,2,12,1009000,4,47,9.159,38.73533333333334,0.9568666666666665,82.88496186666666,24.328500000000002,34.46183333333333,0.9411333333333334,74.74374088333334
Tears_of_Steel_4k,3,960x540,20,10,0.0,10,2,48,1009000,3,62,9.159,38.73533333333334,0.9568666666666665,82.88496186666666,24.43283333333334,34.44883333333333,0.9408666666666666,74.73713675
Tears_of_Steel_4k,3,960x540,20,10,0.0,10,10,12,1009000,3,46,9.159,38.73533333333334,0.9568666666666665,82.88496186666666,24.413333333333334,34.44783333333333,0.9411666666666668,74.73795795000001
Tears_of_Steel_4k,3,960x540,20,10,0.0,10,10,48,1009000,2,50,9.159,38.73533333333334,0.9568666666666665,82.88496186666666,24.408000000000005,34.45116666666666,0.9411666666666668,74.74154605
Tears_of_Steel_4k,3,960x540,20,10,0.5,2,2,12,1009000,7,78,9.1205,38.75783333333333,0.9568499999999998,82.97650848333332,24.374333333333333,34.4295,0.9417500000000001,75.09097601666666
Tears_of_Steel_4k,3,960x540,20,10,0.5,2,2,48,1009000,2,124,9.1205,38.75783333333333,0.9568499999999998,82.97650848333332,24.282666666666668,34.434999999999995,0.94155,75.09256631666666
Tears_of_Steel_4k,3,960x540,20,10,0.5,2,10,12,1009000,2,50,9.1205,38.75783333333333,0.9568499999999998,82.97650848333332,24.793000000000003,34.376999999999995,0.9421,75.06621091666666
